shape,size,depth,hardware_type,Energy test,Accuracy test,Loss test
rectangle,32768.0,2.0,gpu2,2004585.125,0.9680714,0.112721175
rectangle,32768.0,3.0,gpu2,2076863.875,0.968,0.1152239
rectangle,32768.0,4.0,cpu1,575208.75,0.96675,0.12063086
rectangle,32768.0,4.0,gpu2,2042782.375,0.96675,0.12063086
rectangle,32768.0,5.0,cpu2,701758.5625,0.9660714,0.12460903
rectangle,32768.0,5.0,gpu1,2120909.5,0.9660714,0.12460903
rectangle,32768.0,6.0,cpu1,759894.5,0.96439284,0.13264385
rectangle,32768.0,7.0,cpu1,729881.4375,0.963,0.13687965
rectangle,32768.0,7.0,gpu1,2130367.75,0.963,0.13687965
rectangle,32768.0,8.0,cpu2,730167.5625,0.96085715,0.1476896
rectangle,32768.0,8.0,gpu1,2238281.5,0.96085715,0.1476896
rectangle,32768.0,9.0,cpu1,821998.0,0.9589286,0.15535733
rectangle,32768.0,9.0,gpu1,2238072.0,0.9589286,0.15535733
rectangle,32768.0,10.0,cpu2,697058.5625,0.9577857,0.16328385
rectangle,32768.0,12.0,cpu1,851465.125,0.95360714,0.18762292
rectangle,32768.0,12.0,gpu2,2304594.0,0.95360714,0.18762292
rectangle,32768.0,14.0,cpu1,921593.6875,0.95014286,0.2063879
rectangle,32768.0,14.0,gpu1,2482005.0,0.95014286,0.2063879
rectangle,32768.0,16.0,cpu1,1003323.75,0.9412857,0.24366641
rectangle,32768.0,16.0,gpu1,2407212.75,0.9412857,0.24366641
rectangle,32768.0,18.0,cpu1,986608.875,0.93875,0.26545858
rectangle,32768.0,18.0,gpu1,2577975.0,0.93875,0.26545858
rectangle,32768.0,20.0,cpu1,985062.6875,0.9357857,0.28004265
rectangle,32768.0,20.0,gpu1,2619134.75,0.9357857,0.28004265
rectangle,65536.0,2.0,cpu1,734148.53125,0.9752857,0.0892882
rectangle,65536.0,2.0,gpu2,2051048.125,0.9752857,0.0892882
rectangle,65536.0,3.0,gpu1,2071254.5,0.97407144,0.09488857
rectangle,65536.0,4.0,cpu1,642333.9375,0.9726429,0.10002227
rectangle,65536.0,4.0,gpu2,2126249.75,0.9726429,0.10002227
rectangle,65536.0,5.0,cpu1,631418.25,0.97257143,0.103738695
rectangle,65536.0,5.0,gpu1,2167049.0,0.97257143,0.103738695
rectangle,65536.0,6.0,cpu1,708628.5,0.9715357,0.10933204
rectangle,65536.0,6.0,gpu1,2101272.0,0.9715357,0.10933204
rectangle,65536.0,7.0,cpu1,767789.3125,0.9711071,0.114894435
rectangle,65536.0,7.0,gpu2,2210912.25,0.9711071,0.114894435
rectangle,65536.0,8.0,cpu1,1468288.25,0.97010714,0.120725274
rectangle,65536.0,8.0,gpu1,2193706.75,0.97010714,0.120725274
rectangle,65536.0,9.0,cpu2,861317.625,0.96871424,0.12835455
rectangle,65536.0,9.0,gpu2,2345053.0,0.96871424,0.12835455
rectangle,65536.0,10.0,cpu2,1564284.5,0.9679285,0.13242325
rectangle,65536.0,10.0,gpu2,2339850.5,0.9679285,0.13242325
rectangle,65536.0,12.0,cpu1,2017547.875,0.96475,0.15459287
rectangle,65536.0,12.0,gpu1,2379364.0,0.96475,0.15459287
rectangle,65536.0,14.0,cpu1,2130372.0,0.9635,0.1763665
rectangle,65536.0,18.0,cpu1,2429333.75,0.95832145,0.21939516
rectangle,65536.0,18.0,gpu2,2481141.0,0.95832145,0.21939516
rectangle,65536.0,20.0,cpu1,2577095.5,0.95664287,0.2383751
rectangle,65536.0,20.0,gpu2,2619551.25,0.95664287,0.2383751
rectangle,131072.0,2.0,cpu1,846635.9375,0.9793571,0.07784536
rectangle,131072.0,2.0,gpu1,2039421.875,0.9793571,0.07784536
rectangle,131072.0,3.0,gpu2,2014255.5,0.97725,0.08303872
rectangle,131072.0,4.0,cpu1,1093457.75,0.97710717,0.08916673
rectangle,131072.0,4.0,gpu1,2085469.5,0.97710717,0.08916673
rectangle,131072.0,5.0,cpu1,813376.25,0.977,0.09337856
rectangle,131072.0,5.0,gpu2,2130585.25,0.977,0.09337856
rectangle,131072.0,6.0,cpu1,758472.6875,0.97664285,0.09841235
rectangle,131072.0,6.0,gpu1,2175872.25,0.97664285,0.09841235
rectangle,131072.0,7.0,cpu1,947571.375,0.97557145,0.10473283
rectangle,131072.0,7.0,gpu1,2177216.75,0.97557145,0.10473283
rectangle,131072.0,8.0,cpu1,1026376.0,0.97525,0.10903573
rectangle,131072.0,8.0,gpu1,2165429.75,0.97525,0.10903573
rectangle,131072.0,9.0,cpu2,1781339.0,0.9745357,0.113699436
rectangle,131072.0,9.0,gpu1,2281917.5,0.9745357,0.113699436
rectangle,131072.0,10.0,cpu2,1080775.5,0.9736428,0.120471224
rectangle,131072.0,10.0,gpu1,2258767.25,0.9736428,0.120471224
rectangle,131072.0,12.0,cpu1,1954446.25,0.97264284,0.13093
rectangle,131072.0,12.0,gpu1,2302891.0,0.97264284,0.13093
rectangle,131072.0,14.0,cpu1,2358878.5,0.9715,0.14490005
rectangle,131072.0,16.0,cpu1,2223226.75,0.96935713,0.16210184
rectangle,131072.0,16.0,gpu1,2350514.5,0.96935713,0.16210184
rectangle,131072.0,18.0,cpu1,3576394.0,0.9680357,0.18578725
rectangle,131072.0,18.0,gpu1,2553823.0,0.9680357,0.18578725
rectangle,131072.0,20.0,cpu1,3371672.25,0.96610713,0.21378154
rectangle,131072.0,20.0,gpu1,2529088.25,0.96610713,0.21378154
rectangle,262144.0,2.0,cpu1,853881.875,0.98071426,0.07149768
rectangle,262144.0,2.0,gpu1,2027289.6875,0.98071426,0.07149768
rectangle,262144.0,3.0,gpu2,2115977.75,0.97978574,0.07788521
rectangle,262144.0,4.0,cpu1,711307.375,0.9795357,0.08273381
rectangle,262144.0,4.0,gpu1,2101078.25,0.9795357,0.08273381
rectangle,262144.0,5.0,cpu2,828057.5,0.9801071,0.08710471
rectangle,262144.0,5.0,gpu1,2119446.25,0.9801071,0.08710471
rectangle,262144.0,6.0,cpu1,977803.625,0.9793929,0.090526104
rectangle,262144.0,6.0,gpu2,2158799.75,0.9793929,0.090526104
rectangle,262144.0,7.0,cpu1,961463.625,0.9794643,0.09555312
rectangle,262144.0,7.0,gpu2,2158294.0,0.9794643,0.09555312
rectangle,262144.0,8.0,cpu1,1055763.125,0.9792857,0.099133514
rectangle,262144.0,8.0,gpu1,2266423.0,0.9792857,0.099133514
rectangle,262144.0,9.0,gpu1,2262439.0,0.9786072,0.1048675
rectangle,262144.0,10.0,cpu1,1943569.5,0.9787143,0.10447013
rectangle,262144.0,10.0,gpu1,2275393.5,0.9787143,0.10447013
rectangle,262144.0,12.0,cpu1,2701311.75,0.97671425,0.11624618
rectangle,262144.0,12.0,gpu1,2359171.5,0.97671425,0.11624618
rectangle,262144.0,14.0,cpu1,2177021.75,0.9753572,0.1294249
rectangle,262144.0,14.0,gpu1,2371959.0,0.9753572,0.1294249
rectangle,262144.0,16.0,cpu1,4442735.0,0.97317857,0.14755693
rectangle,262144.0,16.0,gpu1,2626043.0,0.97317857,0.14755693
rectangle,262144.0,18.0,cpu1,2556800.5,0.97139287,0.17102946
rectangle,262144.0,18.0,gpu2,2561531.25,0.97139287,0.17102946
rectangle,262144.0,20.0,cpu1,3612651.75,0.97157145,0.18456501
rectangle,262144.0,20.0,gpu2,2550133.0,0.97157145,0.18456501
rectangle,524288.0,2.0,cpu1,927171.3125,0.9822143,0.067436464
rectangle,524288.0,2.0,gpu1,2062120.375,0.9822143,0.067436464
rectangle,524288.0,3.0,gpu2,2120178.25,0.9809286,0.07412024
rectangle,524288.0,4.0,cpu1,1275736.5,0.98135716,0.076507375
rectangle,524288.0,5.0,cpu1,918470.9375,0.9818928,0.08029042
rectangle,524288.0,5.0,gpu2,2177752.0,0.9818928,0.08029042
rectangle,524288.0,6.0,cpu2,939597.0,0.9811071,0.08744238
rectangle,524288.0,6.0,gpu1,2232635.75,0.9811071,0.08744238
rectangle,524288.0,7.0,cpu1,1088527.5,0.98139286,0.08856611
rectangle,524288.0,7.0,gpu2,2274605.5,0.98139286,0.08856611
rectangle,524288.0,8.0,cpu1,1142723.5,0.98157144,0.0910359
rectangle,524288.0,8.0,gpu2,2325937.25,0.98157144,0.0910359
rectangle,524288.0,9.0,cpu2,1310029.125,0.98082143,0.09658612
rectangle,524288.0,9.0,gpu1,2209979.5,0.98082143,0.09658612
rectangle,524288.0,10.0,cpu2,2070248.0,0.9803929,0.09940852
rectangle,524288.0,10.0,gpu1,2286091.75,0.9803929,0.09940852
rectangle,524288.0,12.0,cpu1,2167010.5,0.9788214,0.1098684
rectangle,524288.0,12.0,gpu1,2341389.75,0.9788214,0.1098684
rectangle,524288.0,14.0,cpu1,2672768.5,0.97782147,0.12236738
rectangle,524288.0,14.0,gpu1,2372293.25,0.97782147,0.12236738
rectangle,524288.0,16.0,cpu1,3016479.0,0.97592854,0.1316602
rectangle,524288.0,16.0,gpu1,2480386.25,0.97592854,0.1316602
rectangle,524288.0,18.0,cpu1,3209798.25,0.97510713,0.14660758
rectangle,524288.0,18.0,gpu1,2556024.5,0.97510713,0.14660758
rectangle,524288.0,20.0,cpu1,3401915.5,0.97525,0.15452756
rectangle,524288.0,20.0,gpu1,2615456.0,0.97525,0.15452756
rectangle,1048576.0,2.0,cpu1,984359.375,0.9829286,0.06499254
rectangle,1048576.0,2.0,gpu2,2128486.5,0.9829286,0.06499254
rectangle,1048576.0,3.0,gpu1,2182571.75,0.9825357,0.06955114
rectangle,1048576.0,4.0,cpu2,988012.875,0.9818214,0.076799914
rectangle,1048576.0,4.0,gpu1,2245478.75,0.9818214,0.076799914
rectangle,1048576.0,5.0,cpu1,1084169.125,0.9827143,0.07905074
rectangle,1048576.0,5.0,gpu2,2171446.5,0.9827143,0.07905074
rectangle,1048576.0,6.0,cpu2,1261988.125,0.9830357,0.08170156
rectangle,1048576.0,6.0,gpu1,2234104.75,0.9830357,0.08170156
rectangle,1048576.0,7.0,cpu1,1495187.375,0.98282146,0.08538465
rectangle,1048576.0,7.0,gpu1,2315611.25,0.98282146,0.08538465
rectangle,1048576.0,8.0,cpu2,2027472.125,0.982,0.08992967
rectangle,1048576.0,8.0,gpu1,2267041.75,0.982,0.08992967
rectangle,1048576.0,9.0,cpu2,1644670.5,0.9820714,0.093296826
rectangle,1048576.0,9.0,gpu1,2397240.25,0.9820714,0.093296826
rectangle,1048576.0,10.0,cpu2,2282135.25,0.98125,0.095952585
rectangle,1048576.0,10.0,gpu2,2368191.25,0.98125,0.095952585
rectangle,1048576.0,12.0,cpu1,3944704.5,0.98057145,0.10493385
rectangle,1048576.0,12.0,gpu2,2416118.75,0.98057145,0.10493385
rectangle,1048576.0,14.0,cpu1,2539669.25,0.979,0.112724595
rectangle,1048576.0,14.0,gpu2,2569773.25,0.979,0.112724595
rectangle,1048576.0,16.0,cpu1,3337313.0,0.9785714,0.12271937
rectangle,1048576.0,16.0,gpu1,2759231.5,0.9785714,0.12271937
rectangle,1048576.0,18.0,cpu1,3684925.75,0.9786072,0.12976709
rectangle,1048576.0,18.0,gpu1,2596806.75,0.9786072,0.12976709
rectangle,1048576.0,20.0,cpu1,3748002.75,0.9782857,0.13890374
rectangle,1048576.0,20.0,gpu2,2818678.75,0.9782857,0.13890374
rectangle,2097152.0,2.0,cpu1,1203103.4375,0.98321426,0.06354808
rectangle,2097152.0,2.0,gpu1,2375213.5,0.98321426,0.06354808
rectangle,2097152.0,3.0,gpu1,2309106.25,0.98275,0.06880067
rectangle,2097152.0,4.0,cpu2,1365178.75,0.9829286,0.072862014
rectangle,2097152.0,4.0,gpu1,2342635.25,0.9829286,0.072862014
rectangle,2097152.0,5.0,cpu2,1371944.625,0.9837857,0.07821321
rectangle,2097152.0,5.0,gpu1,2460001.0,0.9837857,0.07821321
rectangle,2097152.0,6.0,cpu2,1626520.125,0.98403573,0.07990844
rectangle,2097152.0,6.0,gpu2,2414159.0,0.98403573,0.07990844
rectangle,2097152.0,7.0,cpu2,1701155.25,0.9835714,0.0828403
rectangle,2097152.0,7.0,gpu1,2459455.25,0.9835714,0.0828403
rectangle,2097152.0,8.0,cpu2,1707801.375,0.9828571,0.08642161
rectangle,2097152.0,8.0,gpu1,2464104.5,0.9828571,0.08642161
rectangle,2097152.0,9.0,cpu2,1856388.375,0.9826071,0.08969873
rectangle,2097152.0,9.0,gpu2,2553808.25,0.9826071,0.08969873
rectangle,2097152.0,10.0,cpu2,2653784.75,0.98235714,0.09336075
rectangle,2097152.0,10.0,gpu1,2548722.5,0.98235714,0.09336075
rectangle,2097152.0,12.0,cpu1,3093723.75,0.9813571,0.09742357
rectangle,2097152.0,12.0,gpu2,2625284.0,0.9813571,0.09742357
rectangle,2097152.0,14.0,cpu1,3429643.75,0.9811071,0.10557168
rectangle,2097152.0,14.0,gpu1,2827997.0,0.9811071,0.10557168
rectangle,2097152.0,16.0,cpu1,4251222.5,0.98014283,0.112564236
rectangle,2097152.0,16.0,gpu1,2796412.75,0.98014283,0.112564236
rectangle,2097152.0,18.0,cpu1,4094004.0,0.97985715,0.12462025
rectangle,2097152.0,18.0,gpu1,2999296.5,0.97985715,0.12462025
rectangle,2097152.0,20.0,cpu1,4450377.0,0.98064286,0.12786642
rectangle,2097152.0,20.0,gpu1,2939299.5,0.98064286,0.12786642
rectangle,4194304.0,3.0,gpu1,2839856.0,0.98285717,0.068601385
rectangle,4194304.0,4.0,cpu1,2708652.0,0.98403573,0.07057462
rectangle,4194304.0,4.0,gpu2,2876410.5,0.98403573,0.07057462
rectangle,4194304.0,5.0,cpu1,2747800.25,0.98464286,0.07493985
rectangle,4194304.0,5.0,gpu2,2915137.0,0.98464286,0.07493985
rectangle,4194304.0,6.0,cpu2,3528361.25,0.98471427,0.076837264
rectangle,4194304.0,6.0,gpu1,2948693.25,0.98471427,0.076837264
rectangle,4194304.0,7.0,cpu2,3081671.0,0.98389286,0.081173934
rectangle,4194304.0,7.0,gpu1,3044863.5,0.98389286,0.081173934
rectangle,4194304.0,8.0,cpu2,3194772.0,0.9843571,0.08279079
rectangle,4194304.0,8.0,gpu1,3082368.5,0.9843571,0.08279079
rectangle,4194304.0,9.0,cpu1,3537595.25,0.98375,0.085078426
rectangle,4194304.0,9.0,gpu1,3101935.75,0.98375,0.085078426
rectangle,4194304.0,10.0,cpu2,3731412.0,0.98314285,0.08995676
rectangle,4194304.0,10.0,gpu1,3138667.75,0.98314285,0.08995676
rectangle,4194304.0,12.0,cpu1,4216923.5,0.9828929,0.09160137
rectangle,4194304.0,12.0,gpu2,3223895.25,0.9828929,0.09160137
rectangle,4194304.0,14.0,cpu1,4326228.0,0.98239285,0.09833505
rectangle,4194304.0,14.0,gpu1,3394405.5,0.98239285,0.09833505
rectangle,4194304.0,16.0,cpu1,4791010.0,0.98214287,0.10668869
rectangle,4194304.0,16.0,gpu1,3436010.75,0.98214287,0.10668869
rectangle,4194304.0,18.0,cpu1,4376074.0,0.9817857,0.11090214
rectangle,4194304.0,18.0,gpu1,3357288.0,0.9817857,0.11090214
rectangle,4194304.0,20.0,cpu1,4721631.5,0.9818571,0.120314814
rectangle,4194304.0,20.0,gpu1,3487798.5,0.9818571,0.120314814
rectangle,8388608.0,2.0,cpu1,2781404.75,0.98414284,0.062622
rectangle,8388608.0,2.0,gpu1,3832801.25,0.98414284,0.062622
rectangle,8388608.0,3.0,gpu2,3926126.5,0.983,0.0675481
rectangle,8388608.0,4.0,cpu1,3984935.25,0.9844286,0.06958846
rectangle,8388608.0,4.0,gpu2,3951229.5,0.9844286,0.06958846
rectangle,8388608.0,5.0,cpu1,3828102.0,0.9852857,0.07148534
rectangle,8388608.0,5.0,gpu2,3959930.0,0.9852857,0.07148534
rectangle,8388608.0,6.0,cpu1,4169768.25,0.9851429,0.075928666
rectangle,8388608.0,6.0,gpu2,4043453.0,0.9851429,0.075928666
rectangle,8388608.0,7.0,cpu1,4600298.5,0.9845357,0.07794002
rectangle,8388608.0,8.0,cpu2,5238641.5,0.98464286,0.08191759
rectangle,8388608.0,8.0,gpu2,4126416.25,0.98464286,0.08191759
rectangle,8388608.0,9.0,cpu2,4784267.0,0.98492855,0.083245926
rectangle,8388608.0,9.0,gpu2,4198347.0,0.98492855,0.083245926
rectangle,8388608.0,10.0,cpu1,5225038.5,0.9842857,0.086267106
rectangle,8388608.0,10.0,gpu1,4254506.5,0.9842857,0.086267106
rectangle,8388608.0,12.0,cpu1,5982032.5,0.98403573,0.090743795
rectangle,8388608.0,14.0,cpu1,5385844.5,0.9832857,0.09658822
rectangle,8388608.0,14.0,gpu2,4424860.0,0.9832857,0.09658822
rectangle,8388608.0,16.0,cpu1,5778272.5,0.98307145,0.097884364
rectangle,8388608.0,16.0,gpu2,4533534.5,0.98307145,0.097884364
rectangle,8388608.0,18.0,cpu1,7440847.5,0.9827857,0.10765479
rectangle,8388608.0,18.0,gpu1,4548423.0,0.9827857,0.10765479
rectangle,8388608.0,20.0,cpu1,8443337.0,0.9833214,0.10938664
rectangle,8388608.0,20.0,gpu1,4514254.5,0.9833214,0.10938664
rectangle,16777216.0,2.0,cpu1,5058622.5,0.98399997,0.06224131
rectangle,16777216.0,2.0,gpu1,5770696.75,0.98399997,0.06224131
rectangle,16777216.0,3.0,gpu1,5878690.5,0.9837143,0.06480713
rectangle,16777216.0,4.0,cpu2,5710046.0,0.9854286,0.06838703
rectangle,16777216.0,4.0,gpu1,6212715.0,0.9854286,0.06838703
rectangle,16777216.0,5.0,cpu1,6894004.0,0.9860357,0.073240906
rectangle,16777216.0,6.0,cpu2,7278436.5,0.9857857,0.07607789
rectangle,16777216.0,6.0,gpu1,6230738.0,0.9857857,0.07607789
rectangle,16777216.0,7.0,cpu1,7565252.0,0.98564285,0.07711683
rectangle,16777216.0,7.0,gpu1,6144049.5,0.98564285,0.07711683
rectangle,16777216.0,8.0,cpu2,7874571.0,0.985,0.07958322
rectangle,16777216.0,8.0,gpu1,6356913.0,0.985,0.07958322
rectangle,16777216.0,9.0,cpu2,8174197.0,0.9854286,0.0791303
rectangle,16777216.0,9.0,gpu1,6291326.0,0.9854286,0.0791303
rectangle,16777216.0,10.0,cpu2,8189847.0,0.9850357,0.08247335
rectangle,16777216.0,10.0,gpu1,6163643.5,0.9850357,0.08247335
rectangle,16777216.0,12.0,cpu1,8426399.0,0.98464286,0.0858125
rectangle,16777216.0,14.0,cpu1,8295958.5,0.98385715,0.0928107
rectangle,16777216.0,14.0,gpu1,6186828.0,0.98385715,0.0928107
rectangle,16777216.0,16.0,cpu1,9529964.0,0.98375,0.09469416
rectangle,16777216.0,16.0,gpu1,6451910.0,0.98375,0.09469416
rectangle,16777216.0,18.0,cpu1,9780216.0,0.9836072,0.10087608
rectangle,16777216.0,18.0,gpu1,6509567.0,0.9836072,0.10087608
rectangle,16777216.0,20.0,cpu1,9404779.0,0.9827143,0.10540524
rectangle,16777216.0,20.0,gpu1,6552937.5,0.9827143,0.10540524
rectangle_residual,1024.0,10.0,cpu1,748469.75,0.42935717,1.5152555
rectangle_residual,1024.0,10.0,gpu1,2170859.5,0.42935717,1.5152555
rectangle_residual,1024.0,12.0,cpu1,806776.9375,0.43957144,1.520521
rectangle_residual,1024.0,14.0,cpu1,782334.1875,0.4362857,1.5469949
rectangle_residual,1024.0,16.0,cpu1,809923.1875,0.434,1.5212649
rectangle_residual,1024.0,18.0,cpu1,912518.8125,0.41507143,1.5964903
rectangle_residual,1024.0,20.0,cpu1,938850.3125,0.4317143,1.5420424
rectangle_residual,2048.0,3.0,cpu2,716979.375,0.81771433,0.6278915
rectangle_residual,2048.0,3.0,gpu1,2049140.0,0.81771433,0.6278915
rectangle_residual,2048.0,4.0,cpu1,745713.75,0.8157143,0.6345113
rectangle_residual,2048.0,4.0,gpu1,2074905.125,0.8157143,0.6345113
rectangle_residual,2048.0,5.0,cpu1,775322.5,0.8155,0.636698
rectangle_residual,2048.0,7.0,cpu1,879362.25,0.81746423,0.6402854
rectangle_residual,2048.0,7.0,gpu1,2132688.5,0.81746423,0.6402854
rectangle_residual,2048.0,9.0,cpu1,812253.4375,0.6974286,0.9572084
rectangle_residual,2048.0,9.0,gpu1,2209143.75,0.6974286,0.9572084
rectangle_residual,2048.0,10.0,cpu1,864114.6875,0.70025,0.96164644
rectangle_residual,2048.0,10.0,gpu1,2263128.75,0.70025,0.96164644
rectangle_residual,2048.0,12.0,cpu1,1347722.375,0.6859286,1.0232905
rectangle_residual,2048.0,14.0,cpu1,1875751.25,0.586,1.1698954
rectangle_residual,2048.0,16.0,cpu1,1033643.6875,0.58335716,1.2800107
rectangle_residual,2048.0,18.0,cpu1,1695075.25,0.5549286,1.3251321
rectangle_residual,2048.0,20.0,cpu1,1178596.0,0.55392855,1.360795
rectangle_residual,4096.0,3.0,cpu1,673714.1875,0.90242857,0.3594737
rectangle_residual,4096.0,3.0,gpu2,2056308.625,0.90242857,0.3594737
rectangle_residual,4096.0,4.0,cpu1,783843.6875,0.89978576,0.36583257
rectangle_residual,4096.0,4.0,gpu1,2115714.5,0.89978576,0.36583257
rectangle_residual,4096.0,5.0,cpu1,751702.5,0.8973571,0.37562293
rectangle_residual,4096.0,5.0,gpu1,2071346.5,0.8973571,0.37562293
rectangle_residual,4096.0,7.0,cpu1,989264.9375,0.89171433,0.40182272
rectangle_residual,4096.0,7.0,gpu2,2240244.75,0.89171433,0.40182272
rectangle_residual,4096.0,8.0,cpu1,827315.5,0.8920357,0.4027244
rectangle_residual,4096.0,8.0,gpu1,2260961.25,0.8920357,0.4027244
rectangle_residual,4096.0,9.0,cpu1,906439.9375,0.8860357,0.42541343
rectangle_residual,4096.0,9.0,gpu2,2276539.75,0.8860357,0.42541343
rectangle_residual,4096.0,10.0,cpu1,880515.875,0.8797857,0.45852444
rectangle_residual,4096.0,10.0,gpu2,2342104.0,0.8797857,0.45852444
rectangle_residual,4096.0,12.0,cpu1,934382.5625,0.8847857,0.43788677
rectangle_residual,4096.0,14.0,cpu1,1144829.25,0.8782857,0.45730832
rectangle_residual,4096.0,16.0,cpu1,1999108.125,0.86564285,0.5179359
rectangle_residual,4096.0,18.0,cpu1,1141773.0,0.8645,0.52880585
rectangle_residual,4096.0,20.0,cpu1,2294089.25,0.8435714,0.5566932
rectangle_residual,8192.0,3.0,cpu1,760353.1875,0.9391429,0.22118683
rectangle_residual,8192.0,3.0,gpu1,2149162.5,0.9391429,0.22118683
rectangle_residual,8192.0,4.0,cpu1,848965.875,0.9404286,0.21773097
rectangle_residual,8192.0,4.0,gpu1,2052295.375,0.9404286,0.21773097
rectangle_residual,8192.0,5.0,cpu1,942432.125,0.9390714,0.22337419
rectangle_residual,8192.0,5.0,gpu1,2193640.5,0.9390714,0.22337419
rectangle_residual,8192.0,7.0,cpu1,1166523.75,0.9368571,0.23778497
rectangle_residual,8192.0,7.0,gpu1,2165361.75,0.9368571,0.23778497
rectangle_residual,8192.0,8.0,cpu1,1231270.25,0.9351786,0.23997444
rectangle_residual,8192.0,8.0,gpu1,2197231.25,0.9351786,0.23997444
rectangle_residual,8192.0,9.0,cpu1,1083632.5,0.92875004,0.26797482
rectangle_residual,8192.0,9.0,gpu1,2298085.0,0.92875004,0.26797482
rectangle_residual,8192.0,10.0,cpu1,1045829.375,0.9283214,0.26846474
rectangle_residual,8192.0,10.0,gpu2,2367857.75,0.9283214,0.26846474
rectangle_residual,8192.0,12.0,cpu1,1327379.625,0.924,0.292527
rectangle_residual,8192.0,14.0,cpu1,1309952.5,0.9235714,0.29548612
rectangle_residual,8192.0,16.0,cpu1,2408845.5,0.9169286,0.32373458
rectangle_residual,8192.0,18.0,cpu1,1602699.75,0.91785717,0.3306412
rectangle_residual,8192.0,20.0,cpu1,1839273.125,0.90814286,0.36977988
rectangle_residual,16384.0,3.0,cpu1,663769.625,0.9581071,0.15164933
rectangle_residual,16384.0,3.0,gpu2,2061287.0,0.9581071,0.15164933
rectangle_residual,16384.0,4.0,cpu1,681306.875,0.9581429,0.15088469
rectangle_residual,16384.0,4.0,gpu1,2194605.5,0.9581429,0.15088469
rectangle_residual,16384.0,5.0,cpu1,827792.3125,0.9571786,0.15547216
rectangle_residual,16384.0,5.0,gpu1,2100113.5,0.9571786,0.15547216
rectangle_residual,16384.0,7.0,cpu2,750452.875,0.9555,0.16445398
rectangle_residual,16384.0,7.0,gpu2,2220389.5,0.9555,0.16445398
rectangle_residual,16384.0,8.0,cpu1,842594.1875,0.9548929,0.16987248
rectangle_residual,16384.0,8.0,gpu2,2249848.75,0.9548929,0.16987248
rectangle_residual,16384.0,9.0,cpu1,785062.4375,0.95260715,0.17894173
rectangle_residual,16384.0,9.0,gpu1,2183810.25,0.95260715,0.17894173
rectangle_residual,16384.0,10.0,cpu1,850469.0625,0.9497143,0.1925393
rectangle_residual,16384.0,10.0,gpu1,2303993.5,0.9497143,0.1925393
rectangle_residual,16384.0,12.0,cpu1,905351.25,0.94778574,0.20273878
rectangle_residual,16384.0,14.0,cpu1,835266.875,0.9442857,0.22184734
rectangle_residual,16384.0,16.0,cpu1,947632.3125,0.9439286,0.22314718
rectangle_residual,16384.0,18.0,cpu1,975893.875,0.9390714,0.2403384
rectangle_residual,16384.0,20.0,cpu1,1094471.625,0.93535715,0.2567734
rectangle_residual,32768.0,3.0,cpu1,817639.9375,0.9685357,0.11470917
rectangle_residual,32768.0,3.0,gpu1,2002604.125,0.9685357,0.11470917
rectangle_residual,32768.0,4.0,cpu1,955613.8125,0.96760714,0.11780357
rectangle_residual,32768.0,4.0,gpu1,2002209.5,0.96760714,0.11780357
rectangle_residual,32768.0,5.0,cpu1,1037281.5625,0.9671429,0.11853416
rectangle_residual,32768.0,5.0,gpu1,2156211.5,0.9671429,0.11853416
rectangle_residual,32768.0,7.0,cpu1,1631428.125,0.9656786,0.12780783
rectangle_residual,32768.0,7.0,gpu1,2117349.0,0.9656786,0.12780783
rectangle_residual,32768.0,8.0,cpu1,1433486.125,0.9647143,0.13339466
rectangle_residual,32768.0,8.0,gpu1,2239816.5,0.9647143,0.13339466
rectangle_residual,32768.0,9.0,cpu1,1583532.375,0.96346426,0.13929565
rectangle_residual,32768.0,9.0,gpu1,2247972.25,0.96346426,0.13929565
rectangle_residual,32768.0,10.0,cpu1,843728.4375,0.96239287,0.14281884
rectangle_residual,32768.0,10.0,gpu1,2337594.5,0.96239287,0.14281884
rectangle_residual,32768.0,12.0,cpu1,989869.125,0.959,0.1586815
rectangle_residual,32768.0,16.0,cpu1,945587.6875,0.9523571,0.18637471
rectangle_residual,32768.0,18.0,cpu1,1057872.125,0.9517143,0.19674775
rectangle_residual,65536.0,3.0,cpu1,881059.6875,0.97414285,0.09372001
rectangle_residual,65536.0,3.0,gpu2,2064432.625,0.97414285,0.09372001
rectangle_residual,65536.0,4.0,cpu1,973306.75,0.97385716,0.09702276
rectangle_residual,65536.0,5.0,cpu1,947266.0625,0.9735714,0.09984976
rectangle_residual,65536.0,5.0,gpu1,2184257.75,0.9735714,0.09984976
rectangle_residual,65536.0,7.0,cpu1,1235534.125,0.97307146,0.108521044
rectangle_residual,65536.0,7.0,gpu1,2177167.5,0.97307146,0.108521044
rectangle_residual,65536.0,8.0,cpu2,1560644.125,0.9729643,0.11149906
rectangle_residual,65536.0,8.0,gpu2,2272691.0,0.9729643,0.11149906
rectangle_residual,65536.0,9.0,cpu1,1507403.5,0.97257143,0.118023455
rectangle_residual,65536.0,9.0,gpu1,2192298.75,0.97257143,0.118023455
rectangle_residual,65536.0,10.0,cpu2,2178572.5,0.97164285,0.12203267
rectangle_residual,65536.0,10.0,gpu2,2226814.75,0.97164285,0.12203267
rectangle_residual,65536.0,12.0,cpu1,1807110.25,0.97085714,0.13214895
rectangle_residual,65536.0,14.0,cpu1,4206307.0,0.96907145,0.1460349
